data_area_type,data_area_type_FR,data_area,data_area_FR,entity,entity_FR,attribute,attribute_FR,attribute_data_type,attribute_data_type_FR,attribute_description,attribute_description_FR,NEED
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Priority Candidate Repository,Bassin de candidats prioritaires,Priority Notification Date,Date de notification de la priorité,Date,Date,The date the employee is notified of the priority status.,Date à laquelle l'employé est avisé qu'il est prioritaire.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Priority Candidate Repository,Bassin de candidats prioritaires,Priority Resolution,Résolution du statut d'employé prioritaire,Code,Code,The resolution of the priority status for the employee.,Résolution du statut d'employé prioritaire.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Priority Candidate Repository,Bassin de candidats prioritaires,Priority Resolution Date,Date de résolution de la priorité,Date,Date,The date the resolution is effective for the employee.,Date de résolution de la priorité.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Priority Candidate Repository,Bassin de candidats prioritaires,Priority Market Indicator,Indicateur - recherches d'équivalence,Indicator,Indicateur,Indication of whether or not employee is to be included in equivalency searches.,Indique si le nom de l'employé sera inclus dans les recherches d'équivalence.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Priority Candidate Repository,Bassin de candidats prioritaires,Priority Retrain Indicator,Indicateur de priorité - recyclage,Indicator,Indicateur,Indication of whether or not employee is entitled to retraining.,Indique si l'employé a le droit de suivre des séances de recyclage.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Priority Candidate Repository,Bassin de candidats prioritaires,Priority Mobility Indicator,Indicateur de mobilité,Indicator,Indicateur,Indication of whether or not employee is willing to relocate.,Indique si l'employé est prêt à déménager.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Priority Candidate Repository,Bassin de candidats prioritaires,Priority Volunteer Indicator,Indicateur - porté volontaire pour la liste de priorité,Indicator,Indicateur,Indication of whether or not employee volunteered to be on priority list.,Indique si l'employé s'est porté volontaire pour la liste de priorité.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Priority Candidate Repository,Bassin de candidats prioritaires,Priority Alternation Indicator,Indicateur - échange de postes - candidats prioritaires,Indicator,Indicateur,Indication of whether or not employee is willing to be considered as alternates for employee swaps for surplus Social Science Employees Association (SSEA).,Indique si l'employé veut être considéré comme remplaçant pour les échanges de postes pour les employés excédentaires de l'Association des employé(e)s en sciences sociales. ,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Qualification Evaluation,Évaluation des qualifications,Evaluation Type,Type d'évaluation,Code,Code,The type of evaluation performed.,Type d'évaluation effectuée.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Qualification Evaluation,Évaluation des qualifications,Evaluation Date,Date d'évaluation,Date,Date,The date the evaluation is captured.,Date d'évaluation.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Qualification Evaluation,Évaluation des qualifications,Qualification Criteria Met Indicator,Indicateur de satisfaction aux critères de qualification,Indicator,Indicateur,"Indicator identifying whether the person meets the minimum requirement for the associated merit criteria, operational requirement, organizational needs, and conditions of employment.","Indicateur précisant si l'employé satisfait aux exigences minimales pour les critères de mérite associés, les exigences opérationnelles, les besoins organisationnels et les conditions d'emploi.",
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Qualification Repository,Répertoire des qualifications,Qualification Type,Type de qualification,Code,Code,The type of qualification.,Type de qualification.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Qualification Repository,Répertoire des qualifications,Qualification Subtype,Sous-type de qualification,Code,Code,The subtype for a given of qualification.,Sous-type de qualification.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Qualification Repository,Répertoire des qualifications,Qualification Proficiency Level,Niveau de qualification,Code,Code,The level of proficiency for a given qualification type and subtype.,Niveau de compétence pour un type et un sous-type de qualification donnée.,
HR Business Line Data,Données du secteur d'activité RH,Recognition,Reconnaissance,Recognition,Reconnaissance,Recognition Type,Type de reconnaissance,Code,Code,"The type of recognition can be formal, informal or informal immediate.","La reconnaissance peut être officielle, informelle ou immédiate et informelle.",
HR Business Line Data,Données du secteur d'activité RH,Recognition,Reconnaissance,Recognition,Reconnaissance,Recognition Title,Titre de la récompense,Text,Texte,"The name of the recognition, relevant mostly to the formal recognition.",Titre de la récompense (surtout pour les reconnaissances officielles).,
HR Business Line Data,Données du secteur d'activité RH,Recognition,Reconnaissance,Recognition,Reconnaissance,Recognition Date,Date de reconnaissance,Date,Date,The date the recognition is awarded to the employee.,Date à laquelle on reconnaît l'employé.,
HR Business Line Data,Données du secteur d'activité RH,Recognition,Reconnaissance,Recognition,Reconnaissance,Recognition Description,Description de la reconnaissance,Text,Texte,A description of the recognition.,La description de la reconnaissance.,
HR Business Line Data,Données du secteur d'activité RH,Recognition,Reconnaissance,Recognition,Reconnaissance,Recognition Amount,Coût de la reconnaissance,Amount,Montant,"The cost of the recognition. When the recognition is a monetary award, this represents the amount of the award.","Coût de la reconnaissance. Lorsqu'il s'agit d'un prix en agent, cet attribut est le coût de la récompense.",
HR Business Line Data,Données du secteur d'activité RH,Recognition,Reconnaissance,Recognition,Reconnaissance,Recognition FAA Section 34 Approval Date,Date d'approbation de la reconnaissance - article 34 de la LGFP,Date,Date,The date the delegated financial authority commits funds for recognition.,Date à laquelle le délégataire du pouvoir financier engage des fonds pour la reconnaissance.,
HR Business Line Data,Données du secteur d'activité RH,Recognition,Reconnaissance,Recognition,Reconnaissance,Recognition FAA Section 34 Approval Name,Nom de l'approbateur de la reconnaissance - article 34 de la LGFP,Text,Texte,The name of the delegated financial authority committing the funds.,Nom du délégataire du pouvoir financier engageant les fonds.,
HR Business Line Data,Données du secteur d'activité RH,Recognition,Reconnaissance,Recognition Status,Statut de la reconnaissance,Recognition Status,Statut de la reconnaissance,Code,Code,The status of the recognition.,Statut de la reconnaissance.,
HR Business Line Data,Données du secteur d'activité RH,Recognition,Reconnaissance,Recognition Status,Statut de la reconnaissance,Recognition Status Date,Date du statut de la reconnaissance,Date,Date,The date the status is effective.,Date d'entrée en vigueur du statut.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Record of Employment *,Relevé d'emploi *,Record of Employment Number *,Numéro du relevé d'emploi * ,Identifier,Identifiant,"*Provides information on employment history. It is the single most important document used by employees in establishing a claim for Employment Insurance (EI) benefits.
Service Canada uses the information on the ROE to determine whether a person is eligible to receive EI benefits, what the benefit amount will be, and for how long the benefits will be paid. ",*Il fournit des informations sur les antécédents professionnels. Il s'agit du document le plus important utilisé par les employés pour établir une demande de prestations d'assurance-emploi (AE).,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Record of Employment *,Relevé d'emploi *,Record of Employment Effective Date *,Date d'entrée en vigueur du relevé d'emploi *,Date,Date,*Record of Employment Date.,*Date du relevé d'emploi.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Reduced Salary Leave,Congé avec réduction de salaire,Reduced Salary From Date,Date de début de réduction du salaire,Date,Date,The start date of the reduction of salary associated with some leaves.,Date de début de la réduction du salaire associée à certains congés.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Reduced Salary Leave,Congé avec réduction de salaire,Reduced Salary To Date,Date de fin de réduction du salaire,Date,Date,The end date of the reduction of salary associated with some leaves.,Date de fin de la réduction du salaire associée à certains congés.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Reduced Salary Leave,Congé avec réduction de salaire,Reduced Salary Amount,Montant du salaire réduit,Amount,Montant,The amount of the reduced salary that is being paid to an employee during a period that is associated with some types of leave.,Salaire réduit versé à l'employé au cours de la période de réduction du salaire associée à certains congés.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Reference,Référence,Reference Type,Type de référence,Code,Code,The type of reference.,Type de référence.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Reference,Référence,Reference Name,Nom de la référence,Text,Texte,The name of the person used as a reference.,Nom de la personne utilisée comme référence.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Reference,Référence,Reference Telephone,Numéro de téléphone de la référence,Text,Texte,The telephone number of the reference.,Le numéro de téléphone de la référence.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Reference,Référence,Reference Email Address,Adresse courriel de la référence,Text,Texte,The email address of the reference.,Adresse courriel de la référence.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Reference,Référence,Reference Employer,Employeur de la référence,Text,Texte,The employer name of the reference.,Nom de l'employeur de la référence.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Reference,Référence,Reference Title,Titre de la référence,Text,Texte,The work title of the reference.,Titre professionnel de la référence.,
HR Business Line Data,Données du secteur d'activité RH,Classification,Classification,Relativity Review,Examen comparatif,Relativity Review Date,Date de l'examen comparatif,Date,Date,The date of the relativity review associated with the job evaluation.,Date d'examen comparatif associé à l'évaluation de l'emploi.,
HR Business Line Data,Données du secteur d'activité RH,Classification,Classification,Relativity Review,Examen comparatif,Relativity Review Report,Rapport de l'examen comparatif,Text,Texte,"The report produced as a result of the relativity review. It includes the assessment of the degree of relativity or comparability between the sample jobs and the job being evaluated. The intent is to determine how much comparability is found between the sample and the job being evaluated in order to ensure that jobs with similar work, with similar effort and consequences are given similar ratings.","Rapport produit dans le cadre de l'examen comparatif. Il comporte l'évaluation du degré de relativité ou de comparabilité entre les échantillons et le travail évalué. L'opération a pour but de déterminer la comparabilité entre l'échantillon et le travail évalué, dans le but d'accorder la même note aux emplois ayant les mêmes fonctions, nécessitant les mêmes efforts et produisant les mêmes résultats.",
HR Business Line Data,Données du secteur d'activité RH,Classification,Classification,Relativity Review Sample,Échantillon de l'examen comparatif,Relativity Review Sample,Échantillon de l'examen comparatif,Text,Texte,The sample of classified work descriptions that are used to assess the nature of the value of work as described for a new or amended job.,L'échantillon de descriptions de travail classifiées qui sont utilisées pour évaluer la nature de la valeur du travail tel qu'il est décrit pour un nouvel emploi ou un emploi modifié.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Report,Rapport,Report Fiscal Year,Année financière du rapport,Year,Année,The fiscal year of the report.,Année financière du rapport.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Report,Rapport,Report Period,Période du rapport,Code,Code,"The time period to which the report is applicable. The period can be: day, week, month, etc.","Période à laquelle s'applique le rapport, exprimée en jours, en semaines, en mois, etc.",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Report,Rapport,Report Name,Nom du rapport,Text,Texte,The report name.,Nom du rapport.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Report,Rapport,Report Content,Contenu du rapport,Text,Texte,The content of the report.,Contenu du rapport.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Report,Rapport,Distribution Media,Médias de distribution,Text,Texte,"The media that are used to distribute the report such as: posting to a web site, email, mail, BI tool, etc.","Médias par lesquels on diffuse le rapport : site Web, courriel, poste, outil d'information de gestion, etc.",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Report,Rapport,Distribution Detail,Détail de la distribution,Text,Texte,The recipient(s) of the report.,Destinataires du rapport.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Report Status,Statut du rapport,Report Status,Statut du rapport,Code,Code,The status of a report.,Statut du rapport.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Report Status,Statut du rapport,Report Status Date,Date du statut du rapport,Date,Date,The date the status of a report changed.,Date de changement du statut du rapport.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Reporting Requirement,Exigences en matière de rapports,Reporting Requirement Fiscal Year,Année financière - exigence en matière de rapports,Year,Année,The fiscal year to which the reporting requirement is applicable.,Année à laquelle s'applique l'exigence en matière de rapports.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Reporting Requirement,Exigences en matière de rapports,Reporting Requirement Source,Source de l'exigence en matière de rapports,Code,Code,"The source of reporting requirement. Sources include but are not limited to: Central Agency reporting (e.g. MAF, PCMAF, SMAF), legislated reporting (e.g. Official Languages, Employment Equity), and adhoc reporting (e.g. one off requests from various parties e.g. OAG, etc.).","Source de l'exigence en matière de rapports. Liste non exhaustive de ces sources : organisme central (Cadre de responsabilisation de gestion, Composante du CRG liée aux personnes, Cadre de responsabilisation en gestion de la dotation), lois (Loi sur les langues officielles, Loi sur l'équité en matière d'emploi), demandes ad hoc  de diverses parties, dont le Bureau du vérificateur général du Canada).",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Reporting Requirement,Exigences en matière de rapports,Reporting Requirement Detail,Détails sur l'exigence en matière de rapports,Text,Texte,The description of the reporting requirement.,Description de l'exigence en matière de rapports.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Schedule Submission Date,Date de soumission de l'horaire,Schedule Submission Date,Date de soumission de l'horaire,Date,Date,The date the employee submitted the scheduled number of hours he/she is planning to work during the given time period.,Date à laquelle l'employé a soumis le nombre d'heures qu'il prévoit travailler au cours de la période en question.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Secondment,Détachement,Secondment End Date,Date de début du détachement,Date,Date,The end date of the secondment.,Date de fin du détachement.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Secondment,Détachement,Secondment Start Date,Date de fin du détachement,Date,Date,The start date of the secondment.,Date de début du détachement.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Secondment,Détachement,Secondment Indicator,Indicateur de détachement,Indicator,Indicateur,Indicator of whether an employee is on a secondment.,Indicateur permettant de savoir si un employé est sur un détachement.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Secondment,Détachement,Secondment Direction,Direction du détachement,Code,Code,Not available - work in progress.,Non disponible - Travaux en cours.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Security Clearance,Autorisation de sécurité,Security Clearance ID,Code d'autorisation de sécurité,Identifier,Identifiant,The identifier of the security clearance that a person has received.,Code de l'autorisation de sécurité qu'une personne a reçue.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Security Clearance,Autorisation de sécurité,Security Clearance Level,Niveau d'autorisation de sécurité,Code,Code,The level of the security clearance a person has received.,Niveau d'autorisation de sécurité obtenu par une personne.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Security Clearance,Autorisation de sécurité,Security Clearance Date,Date de l'autorisation de sécurité,Date,Date,The date that the security clearance level was approved for a person.,Date à laquelle a été approuvé le niveau d'autorisation de sécurité d'une personne.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Security Clearance,Autorisation de sécurité,Security Clearance Expiration Date,Date d'expiration de l'autorisation de sécurité,Date,Date,The expiration date of the security clearance for a person.,Date d'expiration de l'autorisation de sécurité.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Self-Identification Group Membership *,Auto-identification Appartenance à un groupe *,Self-Identification Response Indicator *,Indicateur de réponse d'auto-identification *,Indicator,Indicateur,Indicator whether the employee chose to provide information for employment equity or not.,Indicateur indiquant si l'employé a choisi de fournir des informations pour l'équité en matière d'emploi ou non.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Self-Identification Group Membership *,Auto-identification Appartenance à un groupe *,Self-Identification Group *,Groupe d'auto-identification *,Code,Code,The group for which a person may provide a designation.,Groupe pour lequel l'employé peut fournir une désignation.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Self-Identification Group Membership *,Auto-identification Appartenance à un groupe *,Self-Identification Sub Group *,Sous-groupe auto-identification *,Code,Code,The sub group for which a person may provide a designation.,Le sous-groupe pour lequel une personne peut fournir une désignation.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Self-Identification Group Membership *,Auto-identification Appartenance à un groupe *,Self-Identification Status *,Statut d'auto-identification *,Code,Code,The status of the self-id membership designation.,Le statut de la désignation d'appartenance à l'auto-identification.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Self-Identification Group Membership *,Auto-identification Appartenance à un groupe *,Self-Identification Status Date *,Statut d'auto-identification Date *,Date,Date,The date the designation is reported by the person.,Date à laquelle la personne déclare qu'elle fait partie d'un groupe visé par l'équité en emploi.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Self-Identification Group Membership *,Auto-identification Appartenance à un groupe *,Self-Identification Admin Use Indicator *,Indicateur d'utilisation administrative de l'auto-identification *,Indicator,Indicateur,Indicator whether self-indentification information is used for administrative purposes.,Indicateur indiquant si les informations d'auto-identification sont utilisées à des fins administratives.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Self-Identification Group Membership *,Auto-identification Appartenance à un groupe *,Self-Identification Type *,Auto-identification Type *,Code,Code,The type of designation provided by the person.,Type de désignation fournie par la personne.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Self-Identification Group Membership *,Auto-identification Appartenance à un groupe *,Employment Equity Designation Indicator *,Indicateur de désignation de l'équité en matière d'emploi *,Indicator,Indicateur,Indicator whether self-indentification information is defined as with an employment equity designation.,Indicateur indiquant si les informations d'auto-identification sont définies comme étant assorties d'une mention relative à l'équité en matière d'emploi.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Separation *,Départ *,Separation Date,Date de départ,Date,Date,The date the employee terminates from the employment.,Date à laquelle l'employé quitte son emploi.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Separation *,Départ *,Separation Reason,Motif du départ,Code,Code,"The reason the employee is leaving the federal public service, or to indicate that the employee is being transferred to a pay office or pay system outside the PWGSC Pay System.","Raison pour laquelle l'employé quitte la fonction publique fédérale, ou indication du transfert d'un employé à un bureau de paye ou à un système de paye différent du système de paye de TPSGC.",
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Separation *,Départ *,Separation Approval Date,Date d'approbation du départ,Date,Date,The date the termination of the employment is approved.,Date d'approbation de la cessation d'emploi.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Separation *,Départ *,Separation Approval Name,Nom de l'approbateur du départ,Text,Texte,The name of the person that approved the termination of the employment.,Nom de la personne ayant approuvé la cessation d'emploi.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Separation *,Départ *,Last Day Worked *,Dernier jour travaillé *,Date,Date,*This is the day before the effective date of the termination ( i.e. termination effective date minus 1 day).,*Il s'agit du jour précédant la date de prise d'effet de la résiliation (c'est-à-dire la date de prise d'effet de la résiliation moins 1 jour).,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Separation *,Départ *,Last Day Paid *,Dernier jour payé *,Date,Date,*Last day of compensation.,*Dernier jour de rémunération. ,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Service Buy-Back Election,Choix du rachat de service,Service Buy-Back Election Date,Date du choix de rachat de service,Date,Date,The date the election to buy-back prior service is finalized.,Date du choix de rachat de service.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Service Buy-Back Election,Choix du rachat de service,Service Buy-Back Payment Start Date,Date de début du paiement du rachat de service,Date,Date,The date the election payments will begin.,Date de début des paiements pour le rachat de service.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Service Buy-Back Election,Choix du rachat de service,Service Buy-Back Payment End Date,Date de fin du paiement du rachat de service,Date,Date,The date the election payments will end.,Date de fin des paiements pour le rachat de service.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Service Buy-Back Election,Choix du rachat de service,Service Buy-Back Cost,Coût de rachat de service,Amount,Montant,The total cost of the election for prior service.,Coût total du rachat du service accompagné d'option.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Service Buy-Back Election,Choix du rachat de service,Service Buy-Back Amount,Période du rachat de service,Amount,Montant,"The amount of service, for which an employee has made a valid election to count as pensionable service under the Public Service Superannuation Act.",Période de service que l'employé a choisi de compter comme service ouvrant droit à pension en vertu de la Loi sur la pension de la fonction publique.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Service Buy-Back Election Status,Statut du choix de rachat de service,Service Buy-Back Election Status Date,Date du statut du choix de rachat de service,Date,Date,The date that the status of the election to buy-back pension begins.,Date de début du statut du choix de rachat de service.,
Core Workforce Data,Données de base sur les effectifs,Employee,Employé(e),Service Buy-Back Election Status,Statut du choix de rachat de service,Service Buy-Back Election Status,Statut du choix de rachat de service,Code,Code,The current status of the request to purchase prior service as an election.,Statut de la demande de rachat du service antérieur accompagné d'option.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process,Processus de dotation,Selection Process Number,Numéro du processus de sélection,Identifier,Identifiant,A number associated with the staffing process that uniquely identifies the staffing process.,Numéro unique identifiant le processus de dotation.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process,Processus de dotation,Staffing Requirement,Besoin en matière de dotation,Text,Texte,"A summary of the staffing requirements documented in the workforce and workplace plan, or, a summary of requirements resulting from a position becoming vacant. For a distinct staffing process, the requirements include confirming the nature of the work of the position, the number of positions to be filled, and whether the requirement is short or long term.","Résumé des besoins en matière de dotation documentés dans le plan sur le milieu de travail et la main-d’œuvre ou résumé des exigences pour la dotation d'un poste vacant. Pour le processus de dotation indépendante, les exigences sont les suivantes : la nature des fonctions liées au poste, le nombre de postes à doter et la durée du mandat : à long ou à court terme.",
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process,Processus de dotation,Priority Clearance Number,Numéro d'autorisation en matière de priorité,Identifier,Identifiant,"A number issued by Public Service Commission (PSC) when there are no priority candidates referred, or when no or an insufficient number of priority candidates who have been referred are found to meet the essential qualifications for appointment. Only one priority clearance number is issued for a request, regardless of the number of positions to be staffed. Clearance is valid for the number of positions mentioned in the initial clearance request. ","Numéro d'autorisation en matière de priorité délivré par la Commission de la fonction publique (CFP) lorsqu'aucun candidat prioritaire n'est recommandé ou lorsqu'il n'y a pas assez de candidats recommandés possédant les qualifications essentielles. On émet un seul numéro d'autorisation en matière de priorité par demande, quel que soit le nombre de postes à doter. L'autorisation est valide pour le nombre de postes mentionnés dans la demande d'autorisation initiale. ",
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process,Processus de dotation,Priority Clearance Issue Date,Date de délivrance du numéro d'autorisation en matière de priorité,Date,Date,Date the priority clearance number is issued by Public Service Commission (PSC).,Date de délivrance du numéro d'autorisation en matière de priorité par la Commission de la fonction publique (CFP).,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process,Processus de dotation,Collective Staffing Governance,Gouvernance de dotation collective,Text,Texte,"The governance structure is specific to a collective staffing process. It defines roles and responsibilities, and the process by which decisions are taken or changes made to the collective staffing process ( e.g. if there is a difference of opinion between partnering managers/depts., who makes the final decision? What is the chain of command for raising these issues?).","La structure de gouvernance est propre au processus de dotation collective. Elle définit les rôles et les responsabilités, le processus de prise de décisions et les changements apportés au processus de dotation collective. (Questions qu'on peut se poser : Y a-t-il une différence d'opinion entre les gestionnaires et ministères qui prennent la décision finale? Quelle est la voie hiérarchique à suivre lorsqu'on veut soulever des problèmes de ce genre ?).",
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process,Processus de dotation,Assessment Approach,Approche d'évaluation,Text,Texte,"Information on how each merit criteria is assessed, the types of assessment tools used, the weights applied to each tool results. The assessment approach also determines the level of proficiency required for each merit criteria.","Information expliquant comment on évalue chaque critère de mérite, quels types d'outil d'évaluation on utilise et la pondération accordée aux résultats de chaque outil. De plus, cette approche détermine le niveau de compétence requis pour chaque critère de mérite.",
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Area of Selection,Zone de sélection d'un processus de dotation,Staffing Process Area of Selection Type,Type de la zone de sélection du processus de dotation,Code,Code,The type of area of selection.,Type de zone de sélection.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Area of Selection,Zone de sélection d'un processus de dotation,Staffing Process Area of Selection Subtype,Sous-type de zone de sélection,Code,Code,The subtype of area of selection. The possible subtypes vary depending of the type of area.,Sous-type de zone de sélection. Les sous-types dépendent du type de zone.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Qualification,Qualifications - processus de dotation,Staffing Process Qualification Status,Statut de qualification au processus de dotation,Code,Code,The status of the qualification for the staffing process.,Statut de qualification pour le processus de dotation.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Qualification,Qualifications - processus de dotation,Staffing Process Qualification Status Date,Staffing Process Qualification Status Date,Date,Date,The date the qualification takes effect for the staffing process.,Date à laquelle la qualification entre en vigueur pour le processus de dotation.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Status,Statut du processus de dotation,Staffing Process Status,Statut du processus de dotation,Code,Code,The status of the staffing process.,Statut du processus de dotation.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Status,Statut du processus de dotation,Staffing Process Status Date,Date du statut du processus de dotation,Date,Date,The date the status takes effect.,Date à laquelle le statut entre en vigueur.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Type,Type de processus de dotation,Staffing Process Type,Type de processus de dotation,Code,Code,The type of staffing process being run. More than one type may be specified for a given staffing process.,Type de processus de dotation. Il se peut qu'il y ait plusieurs types par processus.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Type,Type de processus de dotation,Staffing Process Type Rationale,Justification du type de processus de dotation,Text,Texte,"The rationale is used for the non-advertized and non-imperative process types. It shows how the non-advertized process meets the deputy head’s criteria and appointment values, or it justifies the non-imperative decision. For a non-imperative decision, it would include how the bilingual functions of the position will be carried out while the incumbent is on language training, or for positions exempt from meeting the language requirements, how the bilingual functions are still being performed. It is sent to senior management for approval. The rationale is retained on the appointment file.","La justification sert aux processus non annoncés et non impératifs. Elle montre comment le processus non annoncé satisfait aux critères et aux valeurs de nomination de l'administrateur général ou elle justifie la décision non impérative. En cas de décision non impérative, elle expliquerait en quoi les fonctions bilingues du poste seraient respectées pendant que le titulaire suivrait un cours de langue seconde. Pour les postes exemptés des exigences linguistiques, elle expliquerait comment le bilinguisme est respecté. Il faut la faire approuver par la haute direction et la verser dans le dossier de la nomination.",
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Type,Type de processus de dotation,Staffing Process Type Approval Date,Date d'approbation du type de processus de dotation,Date,Date,Date the rationale is approved. The approval only applies to the non-imperative rationale.,Date à laquelle la justification est approuvée. Cette approbation est réservée à la justification de la dotation non impérative.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Staffing Process Type,Type de processus de dotation,Staffing Process Type Approval Name,Nom de l'approbateur du type de processus de dotation,Text,Texte,Name of the senior manager approving the rationale. The approval only applies to the non-imperative rationale.,Nom du gestionnaire principal approuvant la justification. Cette approbation est réservée à la justification de la dotation non impérative.,
